global_rank,daily_tier,daily_priority_score,node_id,lat,lon,connected_way_names,connected_highway_tags,degree_merged,intersection_priority,visibility_score,sign_value,route_bucket,priority_reason,canvass_order,suggested_day,recommended_action
125,B,116,-80924758:44579476,44.5794761,-80.9247576,9th Avenue East | 19th Street East,tertiary | residential,2,B,86,high,highest visibility corner,higher-order to neighbourhood connector; multiple street-front exposures,3,Day 9,visit when nearby; flyer first
126,B,116,-80925087:44569836,44.5698361,-80.9250872,10th Avenue East | 10th Street East,residential | tertiary,2,B,86,high,highest visibility corner,higher-order to neighbourhood connector; multiple street-front exposures,3,Day 9,visit when nearby; flyer first
127,B,116,-80925478:44577571,44.577571,-80.925478,9th Avenue East | 18th Street East,tertiary | residential,2,B,86,high,highest visibility corner,higher-order to neighbourhood connector; multiple street-front exposures,3,Day 9,visit when nearby; flyer first
128,B,116,-80926194:44575703,44.5757034,-80.9261945,9th Avenue East | 17th Street East,tertiary | residential,2,B,86,high,highest visibility corner,higher-order to neighbourhood connector; multiple street-front exposures,3,Day 9,visit when nearby; flyer first
129,B,116,-80926614:44569658,44.5696584,-80.9266144,10th Avenue East | 10th Street East,residential | tertiary,2,B,86,high,highest visibility corner,higher-order to neighbourhood connector; multiple street-front exposures,3,Day 9,visit when nearby; flyer first
130,B,116,-80929584:44565417,44.5654174,-80.9295841,8th Street East | 8th Avenue East,tertiary | residential,2,B,86,high,highest visibility corner,higher-order to neighbourhood connector; multiple street-front exposures,3,Day 9,visit when nearby; flyer first
131,B,116,-80932229:44565129,44.5651292,-80.9322289,7th Avenue East | 8th Street East,residential | tertiary,2,B,86,high,highest visibility corner,higher-order to neighbourhood connector; multiple street-front exposures,3,Day 9,visit when nearby; flyer first
132,B,116,-80936862:44564570,44.56457,-80.9368619,8th Street East | 5th Avenue East,tertiary | residential,2,B,86,high,highest visibility corner,higher-order to neighbourhood connector; multiple street-front exposures,3,Day 9,visit when nearby; flyer first
133,B,116,-80938701:44564368,44.5643679,-80.9387006,8th Street East | 4th Avenue East,tertiary | residential,2,B,86,high,highest visibility corner,higher-order to neighbourhood connector; multiple street-front exposures,3,Day 9,visit when nearby; flyer first
134,B,116,-80941972:44562046,44.5620464,-80.9419718,2nd Avenue East | 7th Street East,tertiary | residential,2,B,86,high,highest visibility corner,higher-order to neighbourhood connector; multiple street-front exposures,3,Day 9,visit when nearby; flyer first
135,B,116,-80943814:44563785,44.5637849,-80.9438144,8th Street East | 1st Avenue East,tertiary | unclassified,2,B,86,high,highest visibility corner,higher-order to neighbourhood connector; multiple street-front exposures,3,Day 9,visit when nearby; flyer first
136,B,116,-80944580:44560148,44.560148,-80.94458,2nd Avenue West | 6th Street West,tertiary | residential,2,B,86,high,highest visibility corner,higher-order to neighbourhood connector; multiple street-front exposures,3,Day 10,visit when nearby; flyer first
137,B,116,-80944705:44565613,44.565613,-80.9447054,1st Avenue West | 9th Street West,unclassified | tertiary,2,B,86,high,highest visibility corner,higher-order to neighbourhood connector; multiple street-front exposures,3,Day 10,visit when nearby; flyer first
138,B,116,-80944803:44563678,44.5636784,-80.9448026,8th Street West | 1st Avenue West,tertiary | unclassified,2,B,86,high,highest visibility corner,higher-order to neighbourhood connector; multiple street-front exposures,3,Day 10,visit when nearby; flyer first
139,B,116,-80944855:44561717,44.561717,-80.9448554,2nd Avenue West | 7th Street West,tertiary | residential,2,B,86,high,highest visibility corner,higher-order to neighbourhood connector; multiple street-front exposures,3,Day 10,visit when nearby; flyer first
140,B,116,-80945157:44548022,44.5480221,-80.9451566,4th Avenue West | 6th Avenue West,tertiary | residential,2,B,86,high,highest visibility corner,higher-order to neighbourhood connector; multiple street-front exposures,3,Day 10,visit when nearby; flyer first
141,B,116,-80945264:44563623,44.563623,-80.9452645,8th Street West | 2nd Avenue West,tertiary | residential,2,B,86,high,highest visibility corner,higher-order to neighbourhood connector; multiple street-front exposures,3,Day 10,visit when nearby; flyer first
142,B,116,-80945340:44559508,44.5595078,-80.9453404,2nd Avenue West | 6th Street West,tertiary | residential,2,B,86,high,highest visibility corner,higher-order to neighbourhood connector; multiple street-front exposures,3,Day 10,visit when nearby; flyer first
143,B,116,-80945358:44548951,44.5489514,-80.9453584,1st Street West | 4th Avenue West,residential | tertiary,2,B,86,high,highest visibility corner,higher-order to neighbourhood connector; multiple street-front exposures,3,Day 10,visit when nearby; flyer first
144,B,116,-80945570:44549881,44.5498806,-80.9455705,4th Avenue West | 1st Street West,tertiary | residential,2,B,86,high,highest visibility corner,higher-order to neighbourhood connector; multiple street-front exposures,3,Day 10,visit when nearby; flyer first
145,B,116,-80945965:44551611,44.5516111,-80.9459654,4th Avenue West | 2nd Street West,tertiary | residential,2,B,86,high,highest visibility corner,higher-order to neighbourhood connector; multiple street-front exposures,3,Day 10,visit when nearby; flyer first
146,B,116,-80946734:44555008,44.5550075,-80.946734,4th Avenue West | 3rd Street A West,tertiary | residential,2,B,86,high,highest visibility corner,higher-order to neighbourhood connector; multiple street-front exposures,3,Day 10,visit when nearby; flyer first
147,B,116,-80946881:44555667,44.5556666,-80.9468814,4th Avenue West | 4th Street West,tertiary | residential,2,B,86,high,highest visibility corner,higher-order to neighbourhood connector; multiple street-front exposures,3,Day 10,visit when nearby; flyer first
148,B,116,-80947173:44556973,44.5569728,-80.9471733,4th Avenue West | Moores Hill,tertiary | residential,2,B,86,high,highest visibility corner,higher-order to neighbourhood connector; multiple street-front exposures,3,Day 10,visit when nearby; flyer first
149,B,116,-80947352:44565314,44.5653142,-80.9473522,3rd Avenue West | 9th Street West,residential | tertiary,2,B,86,high,highest visibility corner,higher-order to neighbourhood connector; multiple street-front exposures,3,Day 10,visit when nearby; flyer first
150,B,116,-80948477:44585159,44.5851589,-80.9484767,4th Avenue West | 23rd Street West,tertiary | residential,2,B,86,high,highest visibility corner,higher-order to neighbourhood connector; multiple street-front exposures,3,Day 10,visit when nearby; flyer first
151,B,116,-80948613:44579960,44.5799595,-80.9486128,19th Street West | 3rd Avenue West,tertiary | residential,2,B,86,high,highest visibility corner,higher-order to neighbourhood connector; multiple street-front exposures,3,Day 11,visit when nearby; flyer first
152,B,116,-80948879:44583924,44.5839239,-80.9488788,22nd Street West | 4th Avenue West,residential | tertiary,2,B,86,high,highest visibility corner,higher-order to neighbourhood connector; multiple street-front exposures,3,Day 11,visit when nearby; flyer first
153,B,116,-80949259:44582659,44.5826593,-80.9492588,4th Avenue West | 21st Street West,tertiary | residential,2,B,86,high,highest visibility corner,higher-order to neighbourhood connector; multiple street-front exposures,3,Day 11,visit when nearby; flyer first
154,B,116,-80949336:44587334,44.5873338,-80.9493363,24th Street West | 5th Avenue West,tertiary | residential,2,B,86,high,highest visibility corner,higher-order to neighbourhood connector; multiple street-front exposures,3,Day 11,visit when nearby; flyer first
155,B,116,-80949663:44581469,44.5814687,-80.9496629,4th Avenue West | 20th Street West,tertiary | residential,2,B,86,high,highest visibility corner,higher-order to neighbourhood connector; multiple street-front exposures,3,Day 11,visit when nearby; flyer first
156,B,116,-80949873:44568817,44.568817,-80.9498729,11th Street West | 4th Avenue West,residential | tertiary,2,B,86,high,highest visibility corner,higher-order to neighbourhood connector; multiple street-front exposures,3,Day 11,visit when nearby; flyer first
157,B,116,-80950056:44580200,44.5802003,-80.9500564,4th Avenue West | 19th Street West,tertiary | residential,2,B,86,high,highest visibility corner,higher-order to neighbourhood connector; multiple street-front exposures,3,Day 11,visit when nearby; flyer first
158,B,116,-80950068:44569657,44.5696571,-80.9500676,4th Avenue West | 11th Street A West,tertiary | residential,2,B,86,high,highest visibility corner,higher-order to neighbourhood connector; multiple street-front exposures,3,Day 11,visit when nearby; flyer first
159,B,116,-80950217:44570293,44.5702928,-80.9502174,4th Avenue West | 11th Street B West,tertiary | residential,2,B,86,high,highest visibility corner,higher-order to neighbourhood connector; multiple street-front exposures,3,Day 11,visit when nearby; flyer first
160,B,116,-80950412:44571154,44.5711538,-80.9504124,4th Avenue West | 12th Street West,tertiary | residential,2,B,86,high,highest visibility corner,higher-order to neighbourhood connector; multiple street-front exposures,3,Day 11,visit when nearby; flyer first
161,B,116,-80950442:44578980,44.57898,-80.9504425,18th Street West | 4th Avenue West,residential | tertiary,2,B,86,high,highest visibility corner,higher-order to neighbourhood connector; multiple street-front exposures,3,Day 11,visit when nearby; flyer first
162,B,116,-80950609:44572059,44.5720588,-80.9506088,13th Street West | 4th Avenue West,residential | tertiary,2,B,86,high,highest visibility corner,higher-order to neighbourhood connector; multiple street-front exposures,3,Day 11,visit when nearby; flyer first
163,B,116,-80950793:44587572,44.5875718,-80.9507927,24th Street West | 6th Avenue West,tertiary | residential,2,B,86,high,highest visibility corner,higher-order to neighbourhood connector; multiple street-front exposures,3,Day 11,visit when nearby; flyer first
164,B,116,-80950846:44573127,44.5731268,-80.9508459,4th Avenue West | 13th Street A West,tertiary | residential,2,B,86,high,highest visibility corner,higher-order to neighbourhood connector; multiple street-front exposures,3,Day 11,visit when nearby; flyer first
165,B,116,-80950879:44577744,44.5777442,-80.950879,4th Avenue West | 17th Street West,tertiary | residential,2,B,86,high,highest visibility corner,higher-order to neighbourhood connector; multiple street-front exposures,3,Day 11,visit when nearby; flyer first
166,B,116,-80951038:44564884,44.5648838,-80.9510379,9th Street West | 5th Avenue West,tertiary | residential,2,B,86,high,highest visibility corner,higher-order to neighbourhood connector; multiple street-front exposures,3,Day 12,visit when nearby; flyer first
167,B,116,-80951298:44576497,44.5764973,-80.9512984,4th Avenue West | 16th Street West,tertiary | residential,2,B,86,high,highest visibility corner,higher-order to neighbourhood connector; multiple street-front exposures,3,Day 12,visit when nearby; flyer first
168,B,116,-80952844:44573903,44.5739028,-80.9528439,Alpha Street | 14th Street West,tertiary | residential,2,B,86,high,highest visibility corner,higher-order to neighbourhood connector; multiple street-front exposures,3,Day 12,visit when nearby; flyer first
169,B,116,-80953056:44564655,44.5646551,-80.9530555,9th Street West | 6th Avenue West,tertiary | residential,2,B,86,high,highest visibility corner,higher-order to neighbourhood connector; multiple street-front exposures,3,Day 12,visit when nearby; flyer first
170,B,116,-80954158:44572811,44.5728107,-80.9541581,13th Street A West | Alpha Street,residential | tertiary,2,B,86,high,highest visibility corner,higher-order to neighbourhood connector; multiple street-front exposures,3,Day 12,visit when nearby; flyer first
171,C,116,-80954779:44572287,44.5722866,-80.9547795,Alpha Street | 6th Avenue West,tertiary | residential,2,B,86,high,highest visibility corner,higher-order to neighbourhood connector; multiple street-front exposures,4,Day 12,flyer-only / later saturation
172,C,116,-80954977:44564445,44.5644454,-80.9549775,9th Street West | 7th Avenue West,tertiary | residential,2,B,86,high,highest visibility corner,higher-order to neighbourhood connector; multiple street-front exposures,4,Day 12,flyer-only / later saturation
173,C,116,-80955667:44571584,44.5715844,-80.9556665,6th Avenue West | Alpha Street,residential | tertiary,2,B,86,high,highest visibility corner,higher-order to neighbourhood connector; multiple street-front exposures,4,Day 12,flyer-only / later saturation
174,C,116,-80957245:44570257,44.5702568,-80.957245,Alpha Street | 7th Avenue A West,tertiary | residential,2,B,86,high,highest visibility corner,higher-order to neighbourhood connector; multiple street-front exposures,4,Day 12,flyer-only / later saturation
175,C,116,-80957754:44569822,44.5698223,-80.9577543,12th Street West | Alpha Street,residential | tertiary,2,B,86,high,highest visibility corner,higher-order to neighbourhood connector; multiple street-front exposures,4,Day 12,flyer-only / later saturation
176,C,116,-80957879:44569716,44.5697158,-80.9578791,Alpha Street | 8th Avenue West,tertiary | residential,2,B,86,high,highest visibility corner,higher-order to neighbourhood connector; multiple street-front exposures,4,Day 12,flyer-only / later saturation
177,C,116,-80959735:44568155,44.5681552,-80.9597354,9th Avenue W | Alpha Street,residential | tertiary,2,B,86,high,highest visibility corner,higher-order to neighbourhood connector; multiple street-front exposures,4,Day 12,flyer-only / later saturation
178,C,116,-80960282:44567676,44.5676762,-80.9602819,Alpha Street | 11th Street West,tertiary | residential,2,B,86,high,highest visibility corner,higher-order to neighbourhood connector; multiple street-front exposures,4,Day 12,flyer-only / later saturation
179,C,110,-80928417:44569410,44.5694102,-80.9284175,10th Street East | 9th Avenue East,primary,2,A,100,high,highest visibility corner,multiple street-front exposures,4,Day 12,flyer-only / later saturation
180,C,110,-80928439:44569505,44.5695046,-80.9284395,10th Street East | 9th Avenue East,primary,2,A,100,high,highest visibility corner,multiple street-front exposures,4,Day 12,flyer-only / later saturation
181,C,105,-80913476:44608410,44.6084104,-80.9134758,East Bayshore Road | Grey Road 15,secondary,2,A,95,high,highest visibility corner,multiple street-front exposures,4,Day 13,flyer-only / later saturation
182,C,105,-80924141:44592252,44.592252,-80.924141,East Bay Shore Road | 3rd Avenue East,secondary,2,A,95,high,highest visibility corner,multiple street-front exposures,4,Day 13,flyer-only / later saturation
183,C,105,-80947275:44583532,44.5835319,-80.9472745,3rd Avenue West | Eddy Sargeant Parkway,secondary,2,A,95,high,highest visibility corner,multiple street-front exposures,4,Day 13,flyer-only / later saturation
184,C,103,-80915410:44570903,44.570903,-80.9154099,16th Avenue East | 18th Avenue East,tertiary,3,A,93,high,highest visibility corner,multiple street-front exposures,4,Day 13,flyer-only / later saturation
185,C,93,-80920490:44594081,44.594081,-80.9204901,3rd Avenue East | 28th Street East,tertiary,2,B,83,high,highest visibility corner,multiple street-front exposures,4,Day 13,flyer-only / later saturation
186,C,93,-80942407:44563943,44.5639429,-80.9424071,2nd Avenue East | 8th Street East,tertiary,2,B,83,high,highest visibility corner,multiple street-front exposures,4,Day 13,flyer-only / later saturation
187,C,93,-80942832:44565833,44.5658331,-80.9428321,9th Street East | 2nd Avenue East,tertiary,2,B,83,high,highest visibility corner,multiple street-front exposures,4,Day 13,flyer-only / later saturation
188,C,93,-80944101:44563754,44.5637536,-80.9441008,8th Street East | 8th Street West,tertiary,2,B,83,high,highest visibility corner,multiple street-front exposures,4,Day 13,flyer-only / later saturation
189,C,93,-80944179:44565671,44.5656706,-80.9441792,9th Street West | 9th Street W,tertiary,2,B,83,high,highest visibility corner,multiple street-front exposures,4,Day 13,flyer-only / later saturation
190,C,93,-80945702:44565497,44.5654965,-80.9457016,9th Street West | 2nd Avenue West,tertiary,2,B,83,high,highest visibility corner,multiple street-front exposures,4,Day 13,flyer-only / later saturation
191,C,93,-80947953:44587022,44.5870219,-80.9479534,4th Avenue West | 24th Street West,tertiary,2,B,83,high,highest visibility corner,multiple street-front exposures,4,Day 13,flyer-only / later saturation
192,C,93,-80951069:44574092,44.5740922,-80.9510693,4th Avenue West | 14th Street West,tertiary,2,B,83,high,highest visibility corner,multiple street-front exposures,4,Day 13,flyer-only / later saturation
193,C,93,-80959010:44564031,44.5640312,-80.9590099,9th Street West | 8th Avenue West,tertiary,2,B,83,high,highest visibility corner,multiple street-front exposures,4,Day 13,flyer-only / later saturation
194,C,58,-80891869:44562183,44.5621827,-80.8918694,28th Avenue East | 10th Concession South | Superior Street,unclassified | residential,3,B,78,high,neighbourhood connector corner,multiple street-front exposures; mostly local-street exposure,4,Day 13,flyer-only / later saturation
195,C,55,-80898978:44593122,44.5931224,-80.8989781,28th Avenue East | 21 Sideroad | 26th Street East,unclassified,3,C,75,medium,neighbourhood connector corner,multiple street-front exposures; mostly local-street exposure,4,Day 13,flyer-only / later saturation
196,C,55,-80941950:44572396,44.5723955,-80.9419503,12th Street East | 1st Avenue East | 13th Street East,unclassified,3,C,75,medium,neighbourhood connector corner,multiple street-front exposures; mostly local-street exposure,4,Day 14,flyer-only / later saturation
197,C,55,-80920552:44592851,44.5928508,-80.9205523,7th Avenue East | 27th Street East | 8th Avenue A East,residential,3,C,75,medium,neighbourhood connector corner,multiple street-front exposures; mostly local-street exposure,4,Day 14,flyer-only / later saturation
198,C,55,-80925857:44571302,44.5713024,-80.9258572,10th Avenue East | 12th Street East | 15th a Street East,residential,3,C,75,medium,neighbourhood connector corner,multiple street-front exposures; mostly local-street exposure,4,Day 14,flyer-only / later saturation
199,C,55,-80926161:44571735,44.5717345,-80.9261606,15th Street A East | 15th a Street East | 15th Street B East,residential,3,C,75,medium,neighbourhood connector corner,multiple street-front exposures; mostly local-street exposure,4,Day 14,flyer-only / later saturation
200,C,55,-80942972:44558786,44.5587864,-80.942972,5th Street East | 5th Street A East | Sydenham Crescent,residential,3,C,75,medium,neighbourhood connector corner,multiple street-front exposures; mostly local-street exposure,4,Day 14,flyer-only / later saturation
201,C,55,-80949944:44557331,44.5573309,-80.9499438,4th Street A West | 5th Street West | 5th Avenue West,residential,3,C,75,medium,neighbourhood connector corner,multiple street-front exposures; mostly local-street exposure,4,Day 14,flyer-only / later saturation
202,C,55,-80952844:44571811,44.5718107,-80.9528444,5th Avenue W | 13th Street West | 5th Avenue West,residential,3,C,75,medium,neighbourhood connector corner,multiple street-front exposures; mostly local-street exposure,4,Day 14,flyer-only / later saturation
203,C,17,-80922934:44572534,44.5725338,-80.9229337,15th Street B East | 12th Avenue East,residential | unclassified,2,D,62,medium,local residential corner,multiple street-front exposures; mostly local-street exposure,4,Day 14,flyer-only / later saturation
204,C,17,-80936886:44577131,44.5771308,-80.9368861,17th Street East | 2nd Avenue East,unclassified | residential,2,D,62,medium,local residential corner,multiple street-front exposures; mostly local-street exposure,4,Day 14,flyer-only / later saturation
205,C,17,-80938309:44575334,44.575334,-80.9383087,14th Street East | 2nd Avenue East,residential | unclassified,2,D,62,medium,local residential corner,multiple street-front exposures; mostly local-street exposure,4,Day 14,flyer-only / later saturation
206,C,17,-80939131:44566263,44.5662627,-80.939131,9th Street East | 4th Avenue East,unclassified | residential,2,D,62,medium,local residential corner,multiple street-front exposures; mostly local-street exposure,4,Day 14,flyer-only / later saturation
207,C,17,-80939431:44573615,44.5736151,-80.9394315,13th Street East | 2nd Avenue East,residential | unclassified,2,D,62,medium,local residential corner,multiple street-front exposures; mostly local-street exposure,4,Day 14,flyer-only / later saturation
208,C,17,-80940566:44571928,44.5719278,-80.9405663,12th Street East | 2nd Avenue East,unclassified | residential,2,D,62,medium,local residential corner,multiple street-front exposures; mostly local-street exposure,4,Day 14,flyer-only / later saturation
209,C,17,-80942975:44561983,44.5619827,-80.9429745,1st Avenue East | 7th Street East,unclassified | residential,2,D,62,medium,local residential corner,multiple street-front exposures; mostly local-street exposure,4,Day 14,flyer-only / later saturation
210,C,17,-80944682:44569424,44.5694241,-80.9446818,1st Avenue West | 11th Street West,unclassified | residential,2,D,62,medium,local residential corner,multiple street-front exposures; mostly local-street exposure,4,Day 14,flyer-only / later saturation
211,C,17,-80945227:44571757,44.5717565,-80.9452274,1st Avenue West | 12th Street West,residential | unclassified,2,D,62,medium,local residential corner,multiple street-front exposures; mostly local-street exposure,4,Day 15,flyer-only / later saturation
212,C,17,-80945495:44573040,44.5730397,-80.9454954,1st Avenue West | 14th Street West,residential | unclassified,2,D,62,medium,local residential corner,multiple street-front exposures; mostly local-street exposure,4,Day 15,flyer-only / later saturation
213,C,14,-80900857:44601367,44.6013669,-80.9008574,28th Avenue East | 28th Avenue East / Tom Thomson Trail,unclassified,2,D,59,medium,local residential corner,multiple street-front exposures; mostly local-street exposure,4,Day 15,flyer-only / later saturation
214,C,14,-80900867:44601410,44.6014104,-80.9008673,32nd Street East | 28th Avenue East / Tom Thomson Trail,unclassified,2,D,59,medium,local residential corner,multiple street-front exposures; mostly local-street exposure,4,Day 15,flyer-only / later saturation
215,C,14,-80907990:44577120,44.5771198,-80.9079905,17th Street East | 20th Avenue East,unclassified,2,D,59,medium,local residential corner,multiple street-front exposures; mostly local-street exposure,4,Day 15,flyer-only / later saturation
216,C,14,-80913383:44576504,44.5765036,-80.9133834,17th Street East | 18th Avenue East,unclassified,2,D,59,medium,local residential corner,multiple street-front exposures; mostly local-street exposure,4,Day 15,flyer-only / later saturation
217,C,14,-80913870:44586688,44.5866884,-80.9138698,23rd Street East | 18th Avenue East,unclassified,2,D,59,medium,local residential corner,multiple street-front exposures; mostly local-street exposure,4,Day 15,flyer-only / later saturation
218,C,14,-80915623:44600856,44.6008555,-80.9156234,9th Avenue East | 32nd Street East,unclassified,2,D,59,medium,local residential corner,multiple street-front exposures; mostly local-street exposure,4,Day 15,flyer-only / later saturation
219,C,14,-80916108:44599603,44.5996028,-80.9161077,9th Avenue East | 32nd Street East,unclassified,2,D,59,medium,local residential corner,multiple street-front exposures; mostly local-street exposure,4,Day 15,flyer-only / later saturation
220,C,14,-80935307:44578546,44.5785462,-80.9353075,18th Street East | 2nd Avenue East,unclassified,2,D,59,medium,local residential corner,multiple street-front exposures; mostly local-street exposure,4,Day 15,flyer-only / later saturation
221,C,14,-80939830:44573007,44.5730069,-80.9398296,2nd Avenue East | 2nd Avenue E R,unclassified,2,D,59,medium,local residential corner,multiple street-front exposures; mostly local-street exposure,4,Day 15,flyer-only / later saturation
222,C,14,-80941707:44570196,44.5701963,-80.9417067,11th Street East | 2nd Avenue East,unclassified,2,D,59,medium,local residential corner,multiple street-front exposures; mostly local-street exposure,4,Day 15,flyer-only / later saturation
223,C,14,-80943054:44570804,44.5708039,-80.9430539,1st Avenue East | 17th Street East,unclassified,2,D,59,medium,local residential corner,multiple street-front exposures; mostly local-street exposure,4,Day 15,flyer-only / later saturation
224,C,14,-80943132:44570691,44.5706907,-80.9431319,1st Avenue East | 11th Street East,unclassified,2,D,59,medium,local residential corner,multiple street-front exposures; mostly local-street exposure,4,Day 15,flyer-only / later saturation
